secucode,publish_date,announcement_title,regulatory_focus_points_json
000038.SZ,2022-01-27,深大通-关注函-2022-01-27,"['披露大通优选的经营模式、业务持续开展时间及市场地位，是否从事‘网红直播’等相关业务，并说明2020年业绩影响。', '说明上海美兰化妆品有限公司满足各项标准的依据和具体来源，并提供证明材料；说明公司取得化妆品生产许可证的具体类型及是否具备药妆生产条件。', '说明媒体报道内容是否客观、真实，是否存在违反信息准确性、公平性原则的情形，回复是否审慎、客观并具有事实依据，是否存在炒作股价情形。', '核查控股股东等人员最近一个月买卖股票情况及未来三个月减持计划，并报备自查报告。', '核查是否存在应披露未披露的信息及其他重大事项。']"
000038.SZ,2023-03-16,*ST大通-关注函-2023-03-16,"['聘任中兴财所为审计机构的原因及专业胜任能力', '与中兴财所沟通筹划过程、决策过程及相关推荐人情况', '希格玛所不再担任审计机构的事项与2021年财务报告被出具无法表示意见的关系', '董事会、审计委员会、独立董事对上述事项核查并发表意见']"
000038.SZ,2020-06-04,深大通-年报问询函-2020-06-04,"['腾视文化支付股权转让款的履约能力及安排', '青岛和盛与公司及其股东的关系', '腾视文化为取得股权是否提供融资安排', '未披露合同、协议或事项说明', '于秀庆离任后担任视科传媒高管的原因', '控股股东对视科传媒的影响', '腾视文化收购视科传媒的调查及评估情况', '交易进展迅速是否符合商业惯例', '核查交易对手方关系', '未将51%股权转让款纳入合并报表依据', '年审会计师意见', '业绩补偿会计处理及依据', '业绩补偿实际履行与承诺差异原因', '补偿义务人履约能力及未来付款安排', '诉讼进展及财产保全有效性', '督促补偿义务人履约措施', '两次评估商誉相关资产组及无形资产可回收价值的评估机构信息', '本次评估与历史评估、形成商誉时及重组业绩承诺时差异原因', '前任会计师无法获取充分审计证据的原因', '本年度年审会计师关于商誉减值测试合理性执行的审计程序']"
000038.SZ,2022-09-19,*ST大通-半年报问询函-2022-09-19,"['说明供应链管理业务模式及前五大客户情况', '说明供应链管理收入确认方法及其合理性', '解释收入下滑净利润却大幅上升的原因', '披露2021年审计报告无法表示意见事项的消除进展', '说明2015年重大资产重组虚构广告业务的影响']"
000038.SZ,2023-03-27,*ST大通-关注函-2023-03-27,"['国民信托、华龙证券将其在相关合伙企业的权利义务转移至浙商银行的具体原因及合理性；公司是否有履行差额补足义务的能力，是否会对生产经营产生重大不利影响；签订补充协议后是否存在被强制履行担保义务的风险。', '实际控制人姜剑采取了何种措施履行反担保义务；独立董事具体履职情况及其认为风险可控的原因；事前认可意见的审慎性。', '签署补充协议对非标审计意见的具体影响；公司获取合伙企业及反担保方财务资料的情况；是否仍存在审计受限的风险，终止上市风险提示。']"
000038.SZ,2022-01-24,深大通-关注函-2022-01-24,"['说明变更会计师事务所的原因', '中兴财事务所对2020年审计意见情况及公司被立案调查情况的说明', '希格玛事务所在承接业务过程中的评估与沟通情况', '核实变更审计机构的原因']"
000168.SZ,2021-03-23,*ST舜喆B-关注函-2021-03-23,"['说明选择尤尼泰振青所的评估程序和结果。', '说明尤尼泰振青所的专业胜任能力。', '说明尤尼泰振青所与亚太所沟通情况及审计时间安排。', '说明更换会计师事务所的具体原因。']"
000168.SZ,2020-06-19,*ST舜喆B-年报问询函-2020-06-19,"['说明华丰强和莱利盛的股权结构及其与公司的关系', '解释为何继续为华丰强和莱利盛提供抵押担保', '核实公司披露的还款承诺的真实性及解决措施的有效性', '分析华丰强续借贷款的合理性并确认信息披露准确性', '评估两家公司的偿债能力', '确认抵押担保是否解除及其原因', '提供相关合同与承诺文件', '解释债务核销事项的相关情况']"
000168.SZ,2020-12-25,*ST舜喆B-关注函-2020-12-25,"['年审会计师针对债务核销事项的审计程序是否充分', '年审会计师对债务核销事项对公司影响程度和财务报表影响的判断依据', '公司与嘉松公司的函询情况及2018年前的具体回函情况', '债务核销对撤销退市风险警示的影响及相关会计处理核查']"
000168.SZ,2020-09-29,*ST舜喆B-半年报问询函-2020-09-29,"['关于华丰强和莱利盛的抵押担保情况及后续处理', '关于公司净利润扭亏为盈的具体原因', '关于预付账款的交易背景及合理性', '关于存货仓储、盘点及第三方仓储业务合作方的情况', '关于2020年上半年主要客户及收入确认依据', '关于股权转让款未按期收到的相关措施', '关于年报问询函回复情况']"
000401.SZ,2024-05-31,冀东水泥-年报问询函-2024-05-31,"['说明营业收入大幅下降的原因及合理性。', '分析扣非后净利润大幅下滑与营业收入下降幅度差异较大的原因。', '解释经营活动产生的现金流量净额大幅上升且与营业收入、净利润变动幅度差异较大的原因。', '描述改善主营业务已采取的措施及其成效，后续拟采取的措施。', '说明前五名供应商的基本情况及是否存在关联关系。', '分析前五名供应商近三年变化的原因及采购集中度较高的合理性。', '解释一年以上账龄应收账款占比较高的原因及坏账准备比例、依据。', '描述按单项计提坏账准备的应收账款的相关信息。', '说明应收账款预期信用损失率确定依据及坏账准备计提金额是否充分合理。']"
000401.SZ,2021-07-06,冀东水泥-许可类重组问询函-2021-07-06,"['现金选择权定价依据及其合理性', '标的公司负债及偿债能力变化原因', '债权人同意函取得进展及应对措施', '募投项目必要性及合规性', '未选取市场法及收益法评估的原因', '长期股权投资减值情况', '土地使用权评估增值合理性', '矿业权评估方法及参数合理性', '交易作价与可比公司对比情况', '2021年1-2月亏损原因']"
000409.SZ,2020-07-29,ST地矿-关注函-2020-07-29,"['补充披露关联交易的目的和必要性', '说明出售股权交易对公司损益的影响及委托经营是否仍满足终止确认条件', '解释委托经营管理费用计算公式、目标利润依据及其合理性']"
000409.SZ,2020-06-01,ST地矿-非许可类重组问询函-2020-06-01,"['说明股权收购交易的交割进展及具体安排，是否能够在重组交易实施前完成交割。', '说明本次交易导致财务指标变动的原因及对上市公司质量的影响。', '说明相关股权收购与本次重大资产出售是否构成一揽子交易。', '说明过渡期损益安排的合理性及合法合规性。', '详细说明标的公司主要金融负债的形成原因以及获得债权人同意的情况。', '说明前次重组资产置出情况下，原有业绩承诺补偿履行情况。', '说明鲁地投资与公司的往来款项的具体情况及其合法合规性。', '说明解除担保的相关安排是否充分保障上市公司利益和增强抗风险能力。', '详细说明上述评估假设及增减值的原因及合理性。']"
000409.SZ,2020-04-08,ST地矿-年报问询函-2020-04-08,"['2019年财务数据大幅下滑的原因及持续经营能力', '各季度营业收入与经营活动产生的现金流量净额差异较大的原因', '特种轮胎制造和贸易业务收入、毛利率变动较大原因', '前五大客户和供应商变化较大原因', '关联交易认定依据', '黄龙建设托管解除后的财务处理及坏账准备计提', '泰德新能源经营状况及担保代偿情况']"
000410.SZ,2021-05-19,*ST沈机-年报问询函-2021-05-19,"['连续亏损及持续经营能力问题', '数控机床业务收入增长及毛利率为负原因', '退市风险警示事项消除情况', '年审会计师关于持续经营的核查意见', '向沈机集团销售和采购的具体内容及其必要性', '关联交易价格公允性及规范措施', '近三年高资产负债率及利息费用变化原因', '债务重组收益确认依据', '诉讼事项进展情况及预计负债计提充分性', '应收账款坏账准备计提情况', '其他应收款全额计提坏账准备的原因', '存货跌价准备合理性及转回或转销原因', '长期应收应付债务重组款的形成过程']"
000409.SZ,2022-10-10,云鼎科技-非许可类重组问询函-2022-10-10,"['说明未收购全部股份的主要考虑及保障上市公司收购剩余股权定价公允性的相关安排。', '说明选择以现金方式并分四期付款的原因，以及对财务状况的影响。', '说明剥离中矿博能的考虑及其对公司业务发展的影响，并披露报告期内标的公司剥离中矿博能前的合并财务报表。', '说明资金拆借形成原因、性质及是否构成非经营性资金占用。', '说明业绩承诺制定依据及可实现性，以及交易对方现金履约能力与争议解决措施。', '说明未实现业绩承诺时各承诺方应补偿金额及其合理性。', '说明收购后能否对标的公司实施有效控制。', '说明资产评估增值的依据、合理性及收益法评估原因。', '说明增资作价依据及合理性，以及与本次交易作价差异的原因。']"
